APPLICATION_NUMBER,TARGET,NAME_CONTRACT_TYPE
123663842,0,Cash
123730377,0,Cash
123464070,0,Cash
123723710,0,Cash
123511050,0,Cash
123460513,0,Cash
123660571,0,Cash
123485125,0,Cash
123681090,0,Cash
123469018,0,Cash
123447998,0,Cash
123464864,0,Cash
123630128,0,Cash
123479595,1,Cash
123555062,0,Cash
123429332,0,Cash
123603022,0,Cash
123427281,0,Credit Card
123605136,0,Cash
123715695,1,Cash
123676509,0,Cash
123428347,0,Cash
123659506,0,Cash
123578309,0,Cash
123677550,0,Cash
123642073,1,Cash
123563535,1,Cash
123654339,0,Cash
123645203,0,Cash
123686658,0,Cash
123431329,0,Cash
123613049,0,Cash
123577019,0,Cash
123462959,0,Cash
123571582,0,Cash
123696700,0,Cash
123682625,0,Cash
123555426,0,Cash
123714979,0,Cash
123465600,0,Cash
123456690,0,Cash
123527784,0,Cash
123449728,0,Cash
123563179,0,Cash
123574393,0,Cash
123529520,0,Cash
123628748,0,Cash
123700110,0,Cash
123694808,0,Cash
123480085,0,Cash
123521254,0,Cash
123638569,0,Credit Card
123668822,0,Cash
123526704,0,Cash
123701275,0,Cash
123650582,0,Cash
123619270,0,Cash
123695503,0,Cash
123541485,0,Cash
123615362,0,Cash
123633041,0,Cash
123669293,0,Cash
123537418,0,Cash
123563429,0,Cash
123438670,0,Cash
123440547,0,Credit Card
123527825,0,Cash
123546094,0,Cash
123649732,0,Cash
123656000,0,Cash
123680347,0,Cash
123439151,0,Cash
123503122,0,Cash
123617524,0,Cash
123490080,0,Cash
123541856,0,Cash
123729507,1,Cash
123717395,1,Cash
123620903,0,Credit Card
123423834,0,Cash
123657357,0,Cash
123447206,0,Cash
123625910,0,Credit Card
123495901,0,Cash
123618915,0,Cash
123701974,0,Cash
123502025,0,Cash
123722037,0,Cash
123479107,0,Cash
123650875,0,Cash
123445291,0,Cash
123707277,0,Credit Card
123494980,0,Cash
123485130,0,Cash
123466573,0,Cash
123645833,0,Cash
123678852,0,Credit Card
123452648,0,Cash
123683352,1,Cash
123681074,0,Cash
123546327,0,Cash
123621954,0,Cash
123451172,0,Cash
123483654,0,Cash
123719583,0,Cash
123476968,1,Credit Card
123726156,0,Cash
123515587,0,Cash
123545747,0,Cash
123515762,0,Cash
123581305,0,Credit Card
123566993,0,Cash
123546703,0,Cash
123427215,0,Cash
123520182,0,Cash
123624374,0,Credit Card
123432104,0,Cash
123553045,0,Cash
123617714,0,Cash
123649735,0,Cash
123496305,0,Cash
123597919,0,Cash
123486550,0,Cash
123487573,0,Cash
123535220,0,Cash
123503599,0,Cash
123435693,0,Cash
123529454,0,Cash
123493484,0,Cash
123544588,0,Cash
123497358,0,Cash
123551262,0,Cash
123647667,0,Cash
123537938,0,Cash
123494444,0,Cash
123637873,0,Cash
123575938,0,Cash
123495800,0,Cash
123614675,0,Credit Card
123688676,0,Credit Card
123706719,0,Cash
123547689,0,Cash
123569209,1,Cash
123437265,1,Cash
123456364,0,Cash
123592209,0,Cash
123711162,0,Cash
123723971,0,Cash
123439861,1,Cash
123683405,0,Credit Card
123620949,0,Cash
123544050,0,Cash
123659002,0,Cash
123694725,0,Cash
123580457,1,Credit Card
123453569,0,Cash
123681684,0,Cash
123443904,0,Cash
123589778,0,Cash
123685352,0,Cash
123593795,0,Cash
123661831,0,Cash
123497365,0,Cash
123658457,0,Credit Card
123666171,0,Cash
123449139,0,Cash
123704667,1,Credit Card
123483345,0,Cash
123535356,0,Cash
123449009,0,Cash
123679277,0,Cash
123554204,0,Cash
123482047,0,Cash
123673273,0,Cash
123722122,0,Cash
123555880,0,Cash
123435636,0,Cash
123572020,0,Cash
123436507,0,Credit Card
123676484,0,Cash
123729837,0,Credit Card
123554634,0,Cash
123687916,0,Cash
123490571,0,Cash
123559679,0,Cash
123573481,0,Cash
123692211,0,Cash
123566330,0,Cash
123642612,1,Cash
123619238,0,Credit Card
123673684,0,Cash
123552946,0,Credit Card
123650406,0,Cash
123579437,0,Cash
123456265,0,Credit Card
123652547,0,Credit Card
123592560,1,Credit Card
123601235,0,Cash
123497392,0,Cash
123463196,0,Cash
123475742,0,Credit Card
123425249,0,Cash
123601914,0,Cash
123510178,0,Cash
123457279,0,Cash
123691508,1,Cash
123626696,0,Cash
123626582,0,Credit Card
123551163,0,Cash
123720858,0,Cash
123649299,0,Cash
123704546,0,Cash
123622795,0,Credit Card
123721238,0,Cash
123474689,0,Cash
123514419,0,Cash
123662429,0,Cash
123672942,0,Cash
123579433,0,Cash
123722366,0,Cash
123572220,0,Cash
123557278,1,Cash
123423748,0,Cash
123583474,0,Credit Card
123634000,0,Cash
123466823,0,Cash
123688403,0,Cash
123497304,0,Cash
123608288,0,Credit Card
123730598,0,Cash
123640115,0,Cash
123669536,0,Cash
123615526,0,Cash
123720591,0,Cash
123604443,0,Cash
123625959,0,Cash
123474150,0,Cash
123502829,0,Cash
123685560,0,Credit Card
123723917,0,Cash
123641475,0,Credit Card
123648576,0,Credit Card
123722842,0,Cash
123436333,0,Cash
123662057,0,Cash
123676529,0,Cash
123578375,0,Cash
123666070,0,Credit Card
123651249,0,Cash
123491832,0,Cash
123490221,0,Cash
123472791,1,Cash
123729702,0,Cash
123599727,0,Cash
123556864,0,Cash
123543130,0,Cash
123434341,0,Cash
123580836,0,Cash
123444405,0,Cash
123450131,0,Cash
123530830,0,Cash
123514733,0,Cash
123705020,0,Cash
123626081,0,Cash
123508309,0,Cash
123689974,0,Cash
123666550,0,Cash
123550936,0,Cash
123669440,0,Cash
123534707,0,Cash
123623955,0,Cash
123704138,1,Cash
123474663,0,Cash
123597343,0,Cash
123450932,0,Cash
123703412,0,Cash
123678248,0,Cash
123590056,0,Cash
123653589,0,Cash
123456747,0,Cash
123437042,0,Cash
123559554,0,Cash
123450834,0,Credit Card
123604818,0,Credit Card
123499196,0,Credit Card
123514719,0,Cash
123662934,0,Credit Card
123650618,0,Cash
123592656,0,Cash
123478746,0,Cash
123719653,0,Cash
123534393,0,Cash
123589590,0,Cash
123548450,1,Cash
123456210,1,Cash
123593979,0,Cash
123727724,0,Cash
123720446,0,Cash
123511817,0,Cash
123532073,0,Cash
123693936,0,Cash
123428697,0,Credit Card
123444512,0,Cash
123439932,1,Cash
123536521,0,Cash
123499348,0,Credit Card
123704107,0,Cash
123476603,0,Cash
123525945,0,Cash
123625388,0,Cash
123662248,0,Cash
123628153,0,Cash
123661111,0,Cash
123446022,0,Cash
123661785,0,Cash
123681953,0,Cash
123604744,1,Cash
123519111,0,Cash
123568352,0,Cash
123495882,1,Cash
123476062,0,Cash
123561153,0,Cash
123671715,0,Credit Card
123520129,0,Cash
123496840,0,Cash
123585698,0,Cash
123599330,0,Cash
123497601,0,Cash
123603549,0,Cash
123684649,0,Cash
123683800,0,Cash
123570043,0,Credit Card
123574628,0,Cash
123458443,0,Cash
123527599,0,Cash
123521914,0,Cash
123427460,0,Cash
123653352,0,Cash
123590534,0,Cash
123458183,0,Cash
123469819,0,Cash
123680904,1,Cash
123611561,0,Cash
123562094,0,Credit Card
123563733,0,Cash
123608775,0,Cash
123583842,0,Cash
123677710,0,Cash
123555810,0,Cash
123620653,0,Cash
123535767,0,Cash
123573076,0,Cash
123587560,0,Cash
123721568,0,Cash
123678063,0,Cash
123523193,0,Cash
123438487,0,Cash
123592959,0,Cash
123554570,0,Cash
123511664,0,Cash
123643432,0,Cash
123585726,0,Cash
123622337,0,Cash
123474217,0,Cash
123591699,1,Cash
123548111,1,Credit Card
123709821,0,Credit Card
123602808,0,Cash
123626685,1,Cash
123547824,0,Cash
123645277,0,Cash
123462972,0,Cash
123548485,0,Cash
123510197,0,Cash
123641677,0,Cash
123490744,0,Cash
123487236,0,Cash
123441877,0,Cash
123546439,0,Cash
123665278,0,Cash
123711810,1,Cash
123695477,0,Cash
123676723,0,Cash
123485804,0,Cash
123451946,0,Cash
123709038,0,Cash
123582911,0,Cash
123593351,0,Credit Card
123647044,0,Cash
123620131,0,Credit Card
123716758,0,Credit Card
123684752,0,Cash
123590748,0,Cash
123596768,0,Cash
123729654,0,Cash
123574520,0,Cash
123462722,0,Cash
123592311,0,Cash
123483928,0,Cash
123690134,0,Cash
123613793,1,Cash
123547465,0,Cash
123439780,0,Cash
123526689,0,Cash
123545061,0,Cash
123635354,0,Cash
123527216,0,Credit Card
123471707,0,Cash
123457563,0,Cash
123563284,0,Cash
123524214,0,Credit Card
123482819,0,Cash
123433100,0,Cash
123662349,0,Cash
123590421,0,Cash
123524508,0,Credit Card
123499583,0,Cash
123520270,0,Cash
123723992,0,Cash
123582048,0,Cash
123494307,0,Cash
123629034,0,Cash
123527804,0,Cash
123706182,0,Cash
123650624,0,Cash
123470774,0,Cash
123593777,0,Cash
123630761,0,Cash
123679278,0,Cash
123442187,0,Cash
123434530,0,Credit Card
123720814,0,Cash
123617776,0,Cash
123615204,0,Credit Card
123436138,0,Cash
123489858,0,Credit Card
123514643,0,Cash
123550595,0,Credit Card
123707593,0,Cash
123662139,0,Cash
123453319,0,Cash
123528152,0,Cash
123568614,0,Cash
123454536,0,Cash
123671765,0,Cash
123485909,0,Cash
123433917,0,Cash
123657383,0,Cash
123539822,0,Cash
123574574,0,Cash
123510022,0,Cash
123616254,0,Cash
123640154,0,Cash
123521100,0,Cash
123519032,1,Cash
123517622,0,Cash
123439618,1,Cash
123553592,0,Cash
123608405,0,Cash
123469239,0,Cash
123646488,0,Cash
123717945,0,Cash
123555824,0,Credit Card
123450043,0,Cash
123425843,0,Cash
123660368,1,Cash
123498855,0,Cash
123729596,0,Cash
123695287,0,Cash
123516353,0,Cash
123589879,0,Cash
123488726,0,Credit Card
123480365,0,Cash
123578602,0,Cash
123637909,0,Cash
123729310,0,Cash
123616181,1,Cash
123583937,0,Cash
123516208,1,Cash
123711887,0,Cash
123496968,0,Cash
123447541,1,Credit Card
123474002,1,Cash
123704449,0,Cash
123470915,1,Cash
123617987,0,Cash
123613213,0,Cash
123491004,0,Cash
123465392,0,Cash
123551570,0,Cash
123687580,0,Credit Card
123575069,0,Credit Card
123725097,0,Cash
123638813,0,Cash
123477666,0,Cash
123448741,0,Cash
123549165,0,Cash
123494107,0,Cash
123549569,0,Cash
123701167,0,Cash
123607378,1,Cash
123555124,0,Cash
123669331,0,Cash
123456534,0,Cash
123544584,0,Cash
123581425,0,Cash
123585345,0,Cash
123536243,0,Cash
123614057,0,Cash
123511916,0,Cash
123506519,0,Cash
123600406,0,Cash
123631139,0,Cash
123462713,0,Credit Card
123625372,0,Cash
123453313,0,Cash
123435931,0,Cash
123670716,0,Cash
123425514,0,Cash
123716653,0,Cash
123684023,0,Credit Card
123430975,0,Cash
123690103,0,Cash
123519593,0,Credit Card
123467212,0,Cash
123541282,0,Cash
123589150,0,Cash
123599787,0,Cash
123430031,0,Cash
123614098,0,Cash
123722854,0,Cash
123714838,0,Cash
123581439,0,Cash
123701774,1,Cash
123539075,0,Cash
123564492,0,Cash
123634120,0,Credit Card
123635381,0,Credit Card
123723773,0,Cash
123727778,0,Cash
123560783,0,Cash
123508516,0,Cash
123643988,0,Cash
123601328,0,Cash
123728452,0,Cash
123717195,0,Cash
123501117,0,Cash
123661108,0,Cash
123499458,0,Cash
123525987,0,Credit Card
123619819,0,Cash
123593554,0,Cash
123565456,0,Cash
123546627,0,Cash
123573127,0,Cash
123716491,0,Cash
123633192,0,Cash
123495537,0,Cash
123607196,0,Cash
123485369,0,Cash
123443127,0,Cash
123671635,0,Credit Card
123658830,0,Cash
123691785,0,Cash
123581211,0,Cash
123520640,0,Cash
123507404,0,Cash
123588499,0,Cash
123562018,1,Cash
123727772,0,Cash
123686310,0,Cash
123497460,0,Cash
123524054,0,Cash
123531618,0,Credit Card
123505353,0,Credit Card
123441969,0,Cash
123722787,0,Cash
123507011,0,Cash
123703565,0,Cash
123695807,0,Cash
123644732,0,Cash
123679856,0,Cash
123433034,0,Cash
123502549,0,Cash
123620455,0,Cash
123473244,0,Cash
123572080,0,Cash
123486835,0,Cash
123540986,0,Cash
123500348,0,Cash
123710630,0,Cash
123569748,0,Cash
123637769,0,Credit Card
123604340,0,Cash
123557052,0,Credit Card
123454834,0,Cash
123556042,0,Cash
123596732,0,Cash
123641412,0,Cash
123542502,0,Cash
123577749,0,Cash
123728235,0,Cash
123538880,1,Cash
123542405,1,Cash
123704230,0,Cash
123483851,0,Cash
123520063,0,Cash
123600359,0,Cash
123716865,0,Cash
123439608,0,Cash
123506893,0,Cash
123657727,0,Credit Card
123722141,0,Credit Card
123490733,0,Cash
123468502,0,Cash
123486557,0,Cash
123531959,0,Cash
123702693,0,Cash
123502993,0,Cash
123722213,0,Cash
123602809,0,Cash
123526578,0,Cash
123463916,0,Cash
123670360,0,Cash
123441837,0,Credit Card
123518031,0,Cash
123488175,0,Cash
123639358,0,Cash
123624056,0,Cash
123441704,0,Cash
123596702,0,Cash
123558996,0,Cash
123646276,0,Cash
123524537,0,Cash
123494339,0,Cash
123580688,0,Credit Card
123692790,0,Cash
123474934,0,Cash
123539004,0,Cash
123715091,0,Credit Card
123506901,0,Cash
123658870,0,Cash
123559918,0,Credit Card
123594311,0,Cash
123541959,0,Cash
123464800,0,Cash
123456001,0,Cash
123496906,0,Cash
123506354,0,Cash
123455189,1,Cash
123554403,0,Cash
123583651,0,Cash
123494641,0,Credit Card
123711880,0,Credit Card
123570742,0,Cash
123535047,0,Cash
123453045,0,Cash
123462130,0,Cash
123673255,0,Cash
123651615,0,Cash
123693197,0,Cash
123640442,0,Cash
123529634,1,Cash
123587021,0,Cash
123637448,0,Cash
123481491,0,Cash
123673978,0,Cash
123473435,0,Cash
123664267,0,Cash
123729968,0,Cash
123664477,1,Cash
123441713,0,Credit Card
123539881,0,Cash
123706599,0,Cash
123698584,0,Cash
123498208,0,Cash
123664570,0,Cash
123471117,0,Cash
123578555,0,Cash
123618034,0,Cash
123626969,1,Cash
123596785,0,Cash
123484939,0,Cash
123560520,0,Cash
123590654,0,Credit Card
123719674,0,Credit Card
123594895,0,Cash
123702626,1,Cash
123489509,0,Credit Card
123647900,0,Cash
123500150,0,Cash
123711559,0,Cash
123458550,0,Cash
123660905,0,Cash
123594624,1,Cash
123685187,0,Cash
123646756,1,Cash
123723842,0,Cash
123482079,0,Cash
123538540,0,Cash
123431823,0,Cash
123603213,0,Cash
123496174,0,Cash
123516389,0,Cash
123662693,1,Cash
123700126,0,Cash
123583689,1,Credit Card
123716519,0,Cash
123526535,0,Cash
123509171,0,Cash
123464949,0,Cash
123665505,0,Cash
123583441,0,Cash
123430839,0,Cash
123427536,0,Cash
123431311,0,Cash
123454067,0,Cash
123467365,0,Cash
123631622,0,Cash
123532335,0,Cash
123556177,0,Cash
123585820,0,Cash
123474900,0,Cash
123711722,0,Cash
123482017,0,Cash
123619484,0,Cash
123566694,0,Cash
123644152,0,Cash
123472935,1,Cash
123529615,0,Cash
123665112,0,Cash
123597990,0,Cash
123500973,0,Cash
123727717,0,Cash
123462364,0,Cash
123630663,0,Cash
123657022,0,Cash
123680315,0,Cash
123479347,0,Cash
123717750,0,Cash
123685657,0,Cash
123442800,0,Cash
123613208,0,Credit Card
123694795,0,Cash
123559322,0,Cash
123639029,0,Cash
123486787,1,Cash
123467714,0,Cash
123513010,1,Cash
123537762,0,Cash
123501131,0,Cash
123520071,0,Cash
123473648,0,Cash
123533409,0,Cash
123616224,0,Cash
123674290,0,Cash
123581432,0,Cash
123439464,0,Cash
123692106,0,Cash
123626937,0,Credit Card
123720683,0,Cash
123712539,0,Cash
123612077,0,Cash
123484559,0,Cash
123491986,0,Cash
123659374,0,Cash
123447750,0,Credit Card
123435102,0,Cash
123701799,0,Cash
123539250,0,Cash
123506281,0,Cash
123651740,0,Cash
123512911,0,Cash
123525775,1,Cash
123658200,0,Cash
123653300,0,Cash
123434236,0,Cash
123651491,0,Cash
123526194,1,Cash
123690706,0,Cash
123461389,0,Cash
123696414,0,Cash
123550779,0,Cash
123470837,0,Cash
123617671,0,Cash
123723160,0,Cash
123552133,0,Cash
123466048,1,Cash
123694222,0,Cash
123669070,0,Cash
123572860,0,Cash
123708586,0,Cash
123645467,0,Cash
123672812,0,Cash
123726118,0,Cash
123492465,1,Cash
123447260,1,Cash
123457169,0,Cash
123549328,0,Cash
123584982,0,Cash
123439384,0,Cash
123637932,0,Cash
123586205,0,Cash
123655004,0,Cash
123610208,0,Cash
123574980,0,Cash
123703718,0,Cash
123612517,0,Cash
123675605,0,Cash
123633180,0,Cash
123460763,0,Cash
123461958,0,Cash
123652508,0,Cash
123570254,0,Cash
123459909,0,Cash
123546878,0,Cash
123582255,0,Credit Card
123491693,0,Cash
123718987,0,Credit Card
123506010,0,Cash
123482727,1,Cash
123528068,0,Cash
123612640,0,Cash
123482240,1,Cash
123728629,0,Cash
123449237,0,Credit Card
123583004,0,Cash
123526953,0,Cash
123607773,0,Cash
123490398,0,Cash
123571793,0,Cash
123724401,0,Cash
123547518,0,Cash
123611934,0,Cash
123710603,0,Cash
123465825,0,Cash
123722300,1,Cash
123706441,0,Cash
123730205,0,Cash
123612255,0,Cash
123502888,0,Cash
123617072,0,Cash
123615068,0,Cash
123533920,0,Cash
123540934,0,Cash
123622156,0,Cash
123556722,0,Cash
123725613,0,Cash
123652768,0,Cash
123496196,0,Cash
123600425,0,Cash
123507731,0,Cash
123577534,0,Cash
123633449,0,Cash
123457335,0,Cash
123489817,0,Credit Card
123724492,0,Cash
123585334,0,Cash
123655240,0,Cash
123535794,0,Credit Card
123615884,0,Cash
123660431,0,Cash
123512412,0,Cash
123669839,0,Cash
123437772,1,Cash
123679738,0,Cash
123673938,0,Cash
123661355,0,Cash
123569755,0,Cash
123494649,1,Cash
123583254,0,Cash
123474793,0,Cash
123678652,0,Cash
123612570,0,Cash
123533901,0,Cash
123474563,0,Cash
123703558,0,Credit Card
123540557,0,Cash
123725156,0,Cash
123600423,0,Cash
123514430,0,Cash
123662408,0,Cash
123516526,1,Cash
123721939,0,Cash
123482112,0,Cash
123694943,0,Cash
123534926,1,Cash
123437193,0,Cash
123598334,0,Cash
123644859,0,Cash
123538275,0,Cash
123560601,0,Cash
123692747,0,Cash
123514325,0,Credit Card
123641819,0,Cash
123723950,0,Credit Card
123665712,0,Cash
123613674,0,Credit Card
123427937,0,Cash
123567786,0,Cash
123442807,0,Cash
123502420,0,Cash
123623371,0,Cash
123583251,0,Credit Card
123434187,0,Cash
123436753,0,Cash
123581404,1,Cash
123559914,0,Cash
123597459,0,Cash
123501650,0,Cash
123477070,0,Cash
123505447,0,Cash
123697637,0,Cash
123704445,0,Cash
123629172,0,Cash
123530365,0,Credit Card
123599708,0,Credit Card
123564515,0,Cash
123725180,0,Cash
123496339,0,Cash
123705406,0,Cash
123430610,0,Credit Card
123666403,0,Cash
123652952,0,Cash
123596639,0,Cash
123584569,0,Cash
123426817,0,Credit Card
123464286,1,Cash
123611565,0,Cash
123575715,0,Cash
123524875,0,Cash
123569746,0,Cash
123557679,0,Cash
123653206,0,Cash
123489132,0,Cash
123428026,0,Cash
123591983,0,Cash
123583097,0,Credit Card
123631254,0,Cash
123693260,0,Cash
123613950,0,Cash
123637059,0,Cash
123576490,1,Cash
123712641,0,Cash
123432399,0,Cash
123425226,0,Cash
123465332,0,Cash
123532817,0,Cash
123453715,0,Cash
123608258,0,Cash
123668970,0,Cash
123651121,0,Cash
123715668,0,Cash
123609079,0,Cash
123699082,0,Cash
123654475,0,Cash
123542801,0,Cash
123462613,0,Cash
123483670,0,Cash
123565105,0,Cash
123486414,0,Cash
123466021,0,Cash
123682974,0,Cash
123436356,0,Cash
123634761,0,Cash
123605262,0,Cash
123718410,0,Cash
123712399,0,Credit Card
123539111,0,Cash
123670875,0,Cash
123425423,0,Credit Card
123663979,0,Credit Card
123571305,0,Credit Card
123535031,0,Cash
123616981,1,Cash
123682166,0,Cash
123513735,0,Cash
123706752,0,Cash
123607721,1,Cash
123696554,0,Credit Card
123662907,0,Cash
123460614,0,Cash
123560641,0,Cash
123543403,0,Cash
123500117,0,Cash
123571259,0,Cash
123576568,0,Cash
123726400,0,Cash
123562165,0,Cash
123606371,0,Cash
123535681,0,Cash
123448991,0,Cash
123599217,1,Cash
123711360,0,Cash
123447820,0,Cash
123692223,0,Cash
123530128,0,Cash
123677070,0,Cash
123591527,0,Cash
123475220,0,Cash
123557987,0,Cash
123617523,0,Cash
123529846,0,Credit Card
123621832,0,Cash
123528194,0,Cash
123641631,0,Cash
123595233,0,Cash
123550608,0,Cash
123571311,0,Cash
123632047,0,Cash
123594433,0,Cash
123475730,0,Cash
123583156,0,Cash
123476720,0,Cash
123489284,0,Cash
123453272,0,Cash
123690283,0,Cash
123708733,1,Cash
123545820,0,Cash
123619835,0,Cash
123673285,0,Cash
123718990,1,Cash
123436214,0,Credit Card
123560949,1,Cash
123427677,0,Cash
123454871,0,Cash
123649674,0,Cash
123427223,0,Cash
123629632,0,Cash
123436782,0,Cash
123466071,0,Cash
123500620,0,Cash
123604243,0,Cash
123705131,0,Cash
123488253,0,Cash
123430616,0,Cash
123724455,0,Cash
123613550,0,Cash
123602257,0,Cash
123472519,0,Credit Card
123684438,0,Cash
123627296,0,Cash
123453223,0,Cash
123440832,0,Cash
123593319,0,Cash
123441609,0,Cash
123540299,0,Cash
123502387,0,Cash
123454943,0,Cash
123555484,0,Cash
123713375,0,Cash
123606917,1,Cash
123490809,0,Cash
123481388,0,Cash
123554289,0,Cash
123631456,0,Cash
123724752,0,Cash
123431053,0,Cash
123661362,0,Cash
123478818,0,Cash
123671026,0,Cash
123673055,0,Cash
123516265,0,Cash
123668161,1,Cash
123636912,0,Credit Card
123639679,0,Cash
123567793,1,Cash
123477159,0,Cash
123623127,0,Cash
123491826,1,Cash
123705137,0,Cash
123632410,0,Cash
123685432,0,Cash
123630810,0,Cash
123455644,0,Cash
123470620,0,Cash
123701824,0,Cash
123509152,1,Cash
123493113,0,Cash
123513273,0,Cash
123446501,0,Cash
123522619,0,Cash
123569995,0,Cash
123429418,0,Cash
123482494,0,Cash
123650221,0,Credit Card
123424934,0,Cash
123672708,0,Cash
123511976,0,Credit Card
123612696,0,Cash
123574418,0,Cash
123510932,0,Credit Card
123535688,0,Cash
123438681,0,Cash
123693377,0,Cash
123705172,0,Cash
123522765,0,Cash
123700527,0,Cash
123590812,0,Cash
123717327,0,Cash
123522099,0,Cash
123453181,0,Credit Card
123693800,0,Cash
123489893,0,Cash
123558893,0,Cash
123692965,0,Credit Card
123709479,0,Cash
123472282,0,Cash
123638768,0,Cash
123621405,0,Cash
123447791,0,Cash
123664853,1,Cash
123552823,0,Cash
123540418,0,Cash
123715771,0,Credit Card
123567381,0,Cash
123439650,0,Cash
123537016,0,Cash
123435786,0,Cash
123529227,0,Cash
123655298,0,Cash
123482039,0,Cash
123713317,0,Cash
123693271,0,Cash
123492540,0,Cash
123569510,0,Cash
123464582,0,Cash
123667839,0,Cash
123675056,0,Cash
123644744,0,Cash
123683825,0,Cash
123485099,0,Credit Card
123550713,0,Cash
123730255,0,Cash
123568392,0,Cash
123669513,0,Cash
123486741,0,Cash
123633681,0,Credit Card
123609365,0,Credit Card
123561993,0,Cash
123646084,0,Cash
123674428,0,Cash
123482577,1,Cash
123725725,0,Cash
123469284,0,Cash
123580344,0,Cash
123601881,0,Cash
123429339,0,Cash
123674491,0,Cash
123601016,0,Cash
123631701,0,Cash
123596127,0,Credit Card
123687070,0,Cash
123620361,0,Credit Card
123629779,0,Credit Card
123729820,0,Credit Card
123478761,0,Cash
123575872,0,Cash
123531096,0,Credit Card
123547879,1,Cash
123712706,0,Cash
123523434,0,Cash
123617363,0,Cash
123450000,1,Credit Card
123440307,0,Cash
123646587,0,Cash
123517746,0,Cash
123729517,0,Credit Card
123687896,0,Cash
123715562,0,Cash
123557260,0,Cash
123652805,0,Cash
123629983,0,Cash
123439258,0,Cash
123538562,1,Cash
123605787,1,Cash
123464778,0,Cash
123427278,0,Credit Card
123500441,0,Cash
123528135,0,Cash
123563807,0,Cash
123602381,0,Cash
123434227,0,Cash
123500937,0,Cash
123588989,0,Cash
123444385,0,Cash
123667740,0,Cash
123641731,0,Cash
123597450,0,Cash
123576544,0,Cash
123557094,0,Cash
123668565,0,Cash
123610303,1,Credit Card
123595673,0,Cash
123636475,0,Cash
123612752,0,Cash
123451964,0,Cash
123453470,0,Cash
123576880,0,Cash
123720442,0,Cash
123554956,0,Cash
123431326,0,Cash
123567293,1,Cash
123441195,0,Cash
123551935,0,Cash
123469734,0,Cash
123500925,0,Cash
123652579,1,Cash
123571095,0,Cash
123611460,0,Cash
123464677,0,Cash
123524892,0,Cash
123518619,0,Cash
123459423,0,Cash
123711717,0,Cash
123677181,0,Cash
123718188,0,Cash
123708747,0,Cash
123585015,0,Cash
123725085,1,Cash
123676124,0,Cash
123537825,0,Cash
123681955,0,Cash
123564894,0,Cash
123634799,0,Cash
123600832,0,Cash
123455626,0,Cash
123435047,0,Cash
123639962,0,Cash
123730223,0,Cash
123521295,0,Cash
123702923,0,Cash
123727040,0,Credit Card
123722899,0,Cash
123623490,0,Cash
123618751,0,Cash
123726288,0,Cash
123530440,0,Cash
123611738,0,Cash
123433625,0,Cash
123638573,0,Cash
123565529,0,Cash
123638690,0,Credit Card
123601036,0,Cash
123670042,0,Cash
123426182,0,Cash
123601728,0,Cash
123514874,0,Credit Card
123716057,0,Cash
123538083,0,Cash
123552956,0,Cash
123565922,0,Cash
123650758,0,Cash
123726944,0,Credit Card
123427824,0,Cash
123499447,0,Cash
123690402,0,Cash
123455432,0,Cash
123582012,1,Cash
123450583,0,Cash
123636747,0,Cash
123425495,0,Cash
123552009,0,Cash
123569853,0,Cash
123570944,0,Cash
123603340,0,Cash
123566045,0,Cash
123445320,0,Cash
123581676,1,Cash
123428294,0,Cash
123709121,0,Cash
123579664,0,Cash
123528858,0,Cash
123607247,0,Cash
123700647,0,Cash
123569964,0,Cash
123566293,0,Cash
123536881,0,Credit Card
123528107,1,Cash
123715526,0,Cash
123530742,0,Cash
123467093,0,Credit Card
123683689,0,Cash
123598170,0,Cash
123468031,0,Credit Card
123541620,0,Cash
123580148,0,Cash
123552230,0,Cash
123618486,0,Credit Card
123515182,0,Cash
123459689,0,Cash
123462372,0,Cash
123586053,0,Cash
123624395,0,Cash
123496917,0,Cash
123616721,0,Cash
123620691,1,Cash
123514027,0,Cash
123707486,0,Cash
123659990,0,Cash
123545091,0,Cash
123637510,0,Cash
123516015,1,Cash
123567747,0,Cash
123554969,0,Cash
123709217,0,Cash
123639671,0,Cash
123592788,0,Cash
123525916,0,Cash
123715811,0,Credit Card
123616059,0,Cash
123594751,0,Cash
123548777,0,Cash
123435689,0,Cash
123522472,0,Cash
123723279,0,Cash
123722479,0,Cash
123675316,0,Cash
123528384,0,Cash
123678955,0,Cash
123588147,0,Cash
123654638,0,Cash
123503527,1,Cash
123660161,0,Cash
123704711,0,Cash
123514442,0,Cash
123442131,0,Cash
123684250,0,Cash
123705286,0,Credit Card
123665226,0,Cash
123612239,0,Cash
123566363,0,Cash
123601238,0,Cash
123453205,0,Cash
123625596,0,Cash
123616298,0,Cash
123469149,0,Cash
123499035,0,Cash
123469337,0,Cash
123617707,0,Cash
123579260,0,Cash
123446838,0,Cash
123693508,0,Cash
123573954,0,Cash
123658131,0,Cash
123706006,0,Cash
123616344,1,Cash
123481601,0,Cash
123519450,1,Cash
123455030,0,Cash
123492632,0,Cash
123566046,0,Cash
123460874,0,Credit Card
123491477,0,Cash
123583444,0,Cash
123586613,1,Cash
123611193,0,Cash
123606854,0,Cash
123666545,0,Cash
123494381,1,Credit Card
123625502,0,Cash
123723568,0,Cash
123715491,0,Cash
123560900,0,Cash
123584057,0,Cash
123580714,0,Cash
123577664,0,Cash
123728481,0,Cash
